age,gender,employment_type,monthly_income_ngn,loan_amount_ngn,loan_term_months,previous_loans,previous_defaults,repayment_history_score,savings_balance_ngn,business_age_months,daily_sales_ngn,debt_to_income_ratio,collateral_available,region,defaulted
48,Male,Unemployed,183749.54,93100.0,9,3,0,83.51,216958.67,36,0.0,0.0563,No,North West,0
34,Male,Salaried,156245.07,189600.0,1,2,1,75.59,67958.39,53,1.0,1.2135,Yes,South West,1
18,Female,Salaried,391173.18,447600.0,9,2,0,98.79,654000.94,3,0.9,0.1271,No,South South,0
50,Female,Self-employed,58158.46,183300.0,6,2,0,99.25,82031.41,90,2821.32,0.5253,No,North West,0
28,Male,Casual,116047.35,123000.0,12,2,0,96.28,91456.5,65,0.0,0.0883,Yes,North West,0
54,Female,Self-employed,401029.71,282000.0,1,4,0,92.31,262535.42,54,10749.07,0.7032,Yes,South West,0
43,Female,Casual,591397.75,285600.0,6,5,0,90.46,201944.14,28,0.24,0.0805,No,South East,0
40,Female,Salaried,795405.44,966700.0,9,3,1,69.53,150300.93,6,0.95,0.135,No,South South,1
25,Female,Trader,185989.08,20000.0,9,1,0,89.44,240901.44,174,4334.13,0.02,No,North West,0
52,Male,Self-employed,242400.22,71900.0,6,1,0,88.88,366882.53,141,15739.68,0.0494,No,North West,0
25,Male,Salaried,306214.22,61700.0,6,2,0,84.1,267573.54,88,0.0,0.0336,Yes,South South,1
38,Female,Trader,412301.87,247000.0,12,2,2,62.37,629671.62,110,15673.06,0.0499,No,North Central,0
58,Female,Trader,220625.48,86900.0,3,4,2,71.88,356588.95,170,11323.2,0.1313,No,South West,0
62,Female,Self-employed,328636.95,433800.0,2,2,0,94.28,336557.65,14,21335.35,0.66,No,South East,0
65,Female,Salaried,242696.05,53100.0,12,5,0,83.65,113973.95,33,1.16,0.02,Yes,North East,0
63,Male,Salaried,252750.39,428900.0,12,3,2,73.75,353379.9,18,0.0,0.1414,No,North West,0
44,Female,Unemployed,99088.84,247600.0,3,2,1,79.18,40743.21,15,0.0,0.8329,No,South West,1
27,Male,Trader,145324.32,91000.0,12,3,1,75.29,230097.99,14,8283.63,0.0522,No,North West,0
58,Male,Casual,128144.29,138900.0,3,0,0,100.0,46741.06,3,0.0,0.3613,Yes,South West,0
56,Male,Trader,83110.81,20000.0,12,1,0,93.43,52826.58,76,3550.46,0.0201,Yes,South South,0
65,Male,Casual,61523.15,34000.0,9,0,0,94.95,15342.03,40,0.0,0.0614,Yes,South West,0
49,Female,Salaried,136674.06,20000.0,6,0,0,83.07,70681.76,87,0.0,0.0244,Yes,South East,0
24,Female,Self-employed,151628.48,261000.0,12,1,0,88.52,133708.38,6,8341.88,0.1434,No,South East,0
42,Female,Trader,192718.57,83200.0,12,4,1,73.29,133106.81,80,12512.21,0.036,No,South West,0
39,Male,Salaried,258316.72,340500.0,2,1,0,99.47,280898.49,29,0.0,0.6591,No,South East,0
58,Male,Salaried,203412.58,190100.0,9,6,1,91.75,133000.7,69,0.0,0.1038,No,South West,0
36,Female,Trader,152317.11,82600.0,12,2,0,90.01,150743.16,2,4897.54,0.0452,No,South West,0
33,Female,Casual,99297.93,95400.0,6,4,2,67.35,108091.35,57,0.0,0.1601,No,South East,0
21,Female,Trader,318318.28,249500.0,3,3,2,77.75,502061.83,8,20348.64,0.2613,No,South West,0
58,Male,Salaried,168472.48,113400.0,3,4,0,91.62,253633.39,9,0.55,0.2244,No,South South,0
54,Male,Unemployed,135774.24,241600.0,12,2,2,61.24,66104.72,61,0.0,0.1483,Yes,North Central,1
19,Male,Salaried,159454.97,175400.0,6,2,0,98.98,131893.23,54,0.0,0.1833,No,South East,0
38,Male,Salaried,111795.69,107300.0,6,1,0,96.97,23929.73,37,0.46,0.16,No,South South,0
41,Female,Unemployed,127487.56,125900.0,6,0,0,96.04,53142.06,56,0.0,0.1646,Yes,South South,0
40,Male,Trader,124880.71,310000.0,2,1,0,100.0,66834.18,129,4528.73,1.2412,Yes,South West,1
62,Male,Unemployed,149334.32,193100.0,1,2,0,100.0,242617.06,7,1.05,1.2931,No,North East,1
25,Female,Casual,275668.09,351200.0,3,3,0,98.35,357593.68,48,0.0,0.4247,No,South West,0
32,Male,Trader,234529.11,351800.0,1,3,2,57.88,358698.2,52,12340.31,1.5,No,North East,1
26,Female,Self-employed,491929.87,697800.0,12,1,0,83.41,266991.52,28,10599.14,0.1182,No,North Central,0
29,Male,Self-employed,395670.09,547300.0,2,1,1,80.35,580478.27,86,18354.33,0.6916,No,North East,0
61,Male,Unemployed,642027.41,696700.0,3,4,0,94.46,849906.54,7,0.0,0.3617,Yes,North West,0
63,Male,Casual,258891.71,457400.0,6,2,0,94.98,75072.15,83,0.0,0.2945,Yes,North West,0
20,Female,Self-employed,256204.32,240400.0,12,2,0,100.0,148755.28,90,11134.08,0.0782,No,South South,0
48,Female,Self-employed,131123.1,20000.0,1,2,0,100.0,160450.56,17,5138.81,0.1525,No,South West,0
29,Male,Self-employed,307928.17,185200.0,3,2,2,57.81,181110.55,155,7203.93,0.2005,No,North Central,1
27,Male,Self-employed,117505.0,116200.0,9,0,0,88.85,54675.6,149,5384.93,0.1099,No,South West,0
32,Female,Casual,69211.07,48300.0,6,1,0,98.51,116676.71,66,0.24,0.1163,No,South East,0
27,Male,Salaried,485445.51,639400.0,6,0,0,97.24,412051.98,3,0.65,0.2195,No,South South,0
41,Female,Self-employed,79917.02,151400.0,1,2,0,92.49,49913.42,165,2011.15,1.8945,No,South East,1
65,Male,Unemployed,239417.89,394000.0,12,0,0,74.85,152936.07,58,0.0,0.1371,No,North Central,1
46,Male,Self-employed,101569.31,166100.0,6,2,1,78.24,108685.64,164,4914.72,0.2726,No,North West,0
52,Female,Self-employed,374387.29,650900.0,12,5,1,88.14,417156.34,23,24373.31,0.1449,No,South West,0
41,Female,Self-employed,409065.11,555900.0,12,1,0,84.95,604572.41,62,26404.49,0.1132,Yes,North Central,0
18,Male,Salaried,253895.41,136400.0,9,2,0,98.05,288037.6,26,0.0,0.0597,Yes,South East,0
22,Male,Salaried,404678.9,337000.0,1,3,1,79.9,646101.55,88,0.0,0.8328,Yes,South West,1
30,Male,Salaried,180860.49,109700.0,9,2,0,87.06,180450.59,1,0.0,0.0674,No,South South,0
29,Female,Salaried,769061.08,411900.0,6,2,0,100.0,664565.66,2,0.49,0.0893,No,South South,0
58,Male,Salaried,292353.67,197500.0,2,0,0,93.44,393517.45,47,0.81,0.3378,Yes,South South,0
58,Female,Self-employed,100243.11,124700.0,3,3,1,80.84,40290.38,66,2751.6,0.4147,No,North West,0
58,Female,Salaried,188331.03,20000.0,2,1,0,85.95,206581.45,77,0.0,0.0531,No,South South,0
48,Female,Unemployed,163013.09,20000.0,12,1,0,100.0,115846.23,6,0.0,0.02,No,South East,0
44,Male,Salaried,152960.73,228900.0,12,4,2,52.12,41471.18,53,0.0,0.1247,No,South South,1
49,Male,Self-employed,61302.24,20000.0,9,3,0,85.58,35228.42,1,2872.19,0.0363,No,North Central,0
37,Male,Casual,231462.72,367800.0,9,2,0,94.99,253102.24,52,0.75,0.1766,No,South South,0
50,Male,Salaried,73128.44,20000.0,6,7,1,74.27,117296.97,18,0.38,0.0456,No,North Central,0
56,Female,Self-employed,35000.0,144600.0,12,1,0,100.0,33627.77,21,1071.48,0.3443,No,North Central,1
54,Female,Casual,143933.01,149100.0,3,4,0,87.08,105269.07,89,1.24,0.3453,No,South South,0
47,Female,Self-employed,110126.09,293800.0,3,0,0,99.55,168127.04,130,7125.92,0.8893,No,South West,0
20,Female,Salaried,102817.73,146200.0,6,3,2,85.17,38936.52,30,0.0,0.237,Yes,North East,1
52,Female,Trader,35000.0,20000.0,12,4,0,99.01,6435.87,29,882.26,0.0476,Yes,South South,1
35,Male,Trader,103534.92,230400.0,12,0,0,88.71,60381.62,160,2409.54,0.1854,No,North West,0
53,Male,Self-employed,160788.47,166500.0,12,3,0,96.4,31192.73,156,9149.39,0.0863,No,North Central,0
43,Male,Salaried,119194.52,180100.0,9,3,0,100.0,88469.2,36,0.51,0.1679,No,South West,0
60,Female,Salaried,231534.81,71300.0,3,3,1,72.58,103690.89,11,0.28,0.1026,No,North West,0
34,Male,Casual,445049.84,169100.0,3,0,0,100.0,159979.81,51,0.0,0.1267,Yes,South South,0
62,Female,Self-employed,251790.07,441200.0,6,1,0,97.44,92579.92,110,5674.95,0.292,Yes,South East,0
58,Female,Salaried,350763.83,87000.0,9,4,1,97.63,161578.73,65,1.62,0.0276,No,South South,0
33,Female,Self-employed,370142.92,491300.0,6,4,2,65.97,348333.37,162,15679.3,0.2212,No,South East,0
41,Female,Unemployed,92823.27,60000.0,1,3,0,95.07,4902.61,65,0.0,0.6464,No,South East,0
43,Female,Salaried,239458.81,236600.0,6,2,0,98.79,255766.53,3,1.68,0.1647,No,South South,0
54,Male,Salaried,343713.73,284300.0,12,2,1,75.09,416428.66,82,0.35,0.0689,Yes,North West,0
51,Female,Self-employed,135582.8,148500.0,3,1,0,88.29,166696.47,22,6122.84,0.3651,No,South West,0
58,Female,Trader,107667.69,126400.0,9,2,0,94.49,95584.97,145,5289.12,0.1304,Yes,South South,0
35,Female,Self-employed,254098.26,366200.0,3,2,0,90.33,207338.6,19,5432.12,0.4804,No,North West,0
42,Male,Casual,68710.23,20000.0,6,3,1,75.14,71662.55,47,0.71,0.0485,Yes,South South,0
38,Female,Salaried,88743.83,110100.0,9,0,0,100.0,48214.45,83,0.0,0.1378,Yes,North East,0
61,Female,Self-employed,116695.18,137400.0,3,1,0,100.0,27883.9,37,4601.5,0.3925,No,North East,0
32,Male,Self-employed,241239.71,80400.0,9,1,1,65.99,214371.46,49,12538.16,0.037,No,South South,0
46,Female,Self-employed,207524.62,106100.0,9,3,1,84.06,307300.94,176,4409.17,0.0568,No,South East,0
23,Male,Self-employed,352129.12,350100.0,3,1,0,85.66,300066.25,134,19427.82,0.3314,Yes,North Central,0
58,Female,Casual,98863.62,145400.0,12,1,0,100.0,50549.99,20,0.0,0.1226,No,South South,0
36,Female,Self-employed,95478.34,20000.0,12,2,1,80.05,38063.12,134,2496.97,0.02,No,North East,0
34,Female,Trader,253027.87,109300.0,6,2,0,100.0,40267.7,7,9320.48,0.072,Yes,South West,1
45,Male,Salaried,107106.47,165600.0,1,2,0,87.97,168779.02,30,0.96,1.5461,No,South South,0
41,Female,Self-employed,121592.99,201300.0,6,4,0,87.35,71829.3,166,2906.39,0.2759,No,North East,0
58,Male,Self-employed,53842.32,148900.0,3,4,1,82.82,82484.7,144,1680.11,0.9218,No,South West,0
43,Female,Self-employed,217458.22,319600.0,3,1,0,89.82,349959.04,23,12349.76,0.4899,Yes,South West,0
42,Male,Salaried,490191.27,792000.0,9,2,0,93.35,384093.72,82,0.46,0.1795,Yes,South East,0
23,Female,Unemployed,92196.21,104600.0,12,0,0,100.0,68813.6,17,0.93,0.0945,Yes,South West,0
19,Female,Casual,349696.0,626700.0,2,2,1,88.16,199700.41,84,1.7,0.8961,No,North West,0
37,Female,Casual,173182.82,146200.0,9,1,1,80.96,190979.17,5,0.0,0.0938,No,South East,0
65,Male,Casual,57136.17,37300.0,9,0,0,94.38,23019.66,91,0.0,0.0725,No,South East,1
62,Female,Salaried,100623.36,201500.0,9,2,0,82.92,61136.85,21,0.0,0.2225,No,North Central,0
48,Male,Self-employed,96665.16,141800.0,12,1,0,80.33,51799.66,135,3591.62,0.1222,No,North East,0
48,Male,Self-employed,146527.6,76300.0,6,0,0,100.0,97845.95,15,9445.3,0.0868,Yes,North Central,0
36,Male,Casual,236427.39,235500.0,6,4,0,88.67,40866.66,11,1.92,0.166,Yes,South West,1
26,Female,Salaried,598697.64,906600.0,3,0,0,100.0,552491.22,59,0.47,0.5048,No,North Central,0
18,Male,Salaried,71002.29,93600.0,3,3,0,91.85,14278.37,71,1.3,0.4394,Yes,South East,0
34,Male,Trader,131348.16,281700.0,6,1,0,94.94,176395.44,127,5430.96,0.3574,No,North West,0
33,Male,Salaried,100541.37,20000.0,1,2,1,85.66,74744.15,86,0.69,0.1989,No,North East,1
27,Male,Trader,78946.48,219600.0,3,3,0,100.0,99827.6,55,3346.83,0.9272,No,North East,0
30,Male,Salaried,191521.07,324200.0,2,4,2,59.27,50762.28,3,0.25,0.8464,Yes,North Central,1
19,Male,Trader,180173.24,351700.0,2,5,0,94.5,181051.16,143,10501.31,0.976,No,North Central,1
47,Male,Casual,55367.09,37400.0,6,2,0,93.87,20241.94,63,1.07,0.1126,Yes,South West,0
62,Female,Trader,182136.19,124800.0,2,4,1,87.55,183315.3,33,10758.56,0.3426,Yes,North West,0
51,Male,Salaried,82224.18,20000.0,2,2,0,95.35,61448.39,80,0.15,0.1216,No,South South,0
39,Female,Salaried,181389.18,212600.0,9,2,1,73.48,202569.88,60,0.0,0.1302,Yes,South East,0
38,Male,Salaried,410809.49,343900.0,9,1,1,83.42,82040.46,55,3.87,0.093,No,North West,1
32,Male,Salaried,243216.26,271400.0,12,2,1,70.39,374058.22,90,1.15,0.093,No,North East,0
24,Female,Self-employed,202015.2,202000.0,12,1,0,94.02,170870.3,69,11884.37,0.0833,No,North West,0
46,Female,Self-employed,127645.78,217800.0,12,1,0,94.83,148117.3,119,4301.59,0.1422,Yes,South South,0
45,Female,Salaried,187996.03,167200.0,9,1,1,79.12,89017.97,75,0.0,0.0988,Yes,North Central,0
18,Female,Salaried,259581.86,226400.0,3,2,0,92.03,322717.2,96,0.0,0.2907,No,South East,0
37,Female,Unemployed,243389.97,403200.0,2,1,0,90.41,389660.01,52,0.09,0.8283,No,South South,0
31,Male,Salaried,168757.82,100400.0,12,1,0,90.54,274810.57,41,0.0,0.0496,No,South West,0
26,Male,Self-employed,207317.51,144000.0,12,1,0,99.3,283114.12,163,10535.53,0.0579,Yes,South South,1
51,Male,Self-employed,76492.42,66800.0,6,3,0,97.24,54334.31,138,3562.77,0.1455,No,South East,0
43,Female,Salaried,111680.03,235400.0,6,2,0,100.0,39406.29,3,0.0,0.3513,No,North Central,0
48,Female,Unemployed,285108.75,123100.0,1,1,0,100.0,139344.23,2,0.0,0.4318,Yes,North Central,0
52,Female,Salaried,311150.98,492600.0,2,3,1,93.43,401807.79,14,0.0,0.7916,Yes,South South,0
65,Male,Trader,191291.02,223100.0,6,2,0,83.25,98921.01,57,9168.33,0.1944,No,South East,0
56,Female,Trader,470729.95,835200.0,3,4,2,62.59,241805.05,73,11166.92,0.5914,No,South West,0
47,Female,Casual,250427.5,334000.0,6,2,0,100.0,125693.4,36,0.0,0.2223,Yes,South East,1
60,Female,Trader,154690.13,214400.0,12,0,0,91.24,89653.57,127,4187.92,0.1155,Yes,North West,0
40,Male,Trader,81460.44,160300.0,12,4,0,90.77,77309.47,141,1867.12,0.164,No,North East,0
65,Female,Self-employed,458579.41,567500.0,12,0,0,96.34,549529.48,168,19582.3,0.1031,No,South South,0
54,Male,Self-employed,296979.53,206000.0,3,6,1,82.88,205618.59,27,10301.48,0.2312,Yes,South West,1
49,Male,Trader,579322.48,667500.0,6,4,0,100.0,398042.98,152,24769.7,0.192,No,North East,0
61,Male,Self-employed,736130.71,758700.0,9,3,1,76.67,1045890.67,21,20903.91,0.1145,No,North Central,0
42,Female,Self-employed,77979.48,229700.0,6,2,1,94.06,29417.33,97,4983.18,0.4909,Yes,North Central,0
52,Female,Salaried,78111.7,49600.0,12,0,0,90.08,82621.57,71,0.0,0.0529,No,South West,0
31,Female,Salaried,35000.0,20000.0,3,1,0,89.4,33832.23,86,0.0,0.1905,No,South South,0
64,Female,Self-employed,326977.79,288200.0,1,4,0,88.15,264448.82,174,17201.87,0.8814,Yes,South West,0
47,Male,Salaried,275798.52,63900.0,6,5,1,72.51,424326.45,28,0.0,0.0386,No,South South,0
55,Female,Self-employed,191811.52,257600.0,6,1,0,99.06,13282.62,97,4445.83,0.2238,No,South South,0
40,Female,Salaried,81123.3,20000.0,6,1,0,84.59,111491.55,84,0.0,0.0411,Yes,South East,0
59,Female,Self-employed,169878.75,291900.0,3,1,0,86.97,122805.26,129,7789.47,0.5728,Yes,South East,0
21,Male,Trader,202961.32,408100.0,3,2,0,97.64,286186.75,34,8250.44,0.6702,No,South West,0
23,Female,Self-employed,299384.45,170000.0,6,5,2,58.4,238345.53,35,9041.23,0.0946,No,North Central,0
42,Male,Trader,214948.47,296400.0,9,1,0,83.69,75195.65,52,5804.83,0.1532,No,North Central,0
53,Female,Salaried,277113.64,469400.0,2,3,0,93.64,272143.37,57,0.0,0.8469,No,North Central,0
56,Male,Salaried,166047.15,233900.0,12,0,0,96.86,274962.36,24,0.38,0.1174,No,South West,0
39,Male,Trader,387966.92,285300.0,9,5,0,91.65,88498.78,157,20139.25,0.0817,Yes,North Central,0
49,Female,Casual,271396.65,22600.0,2,0,0,97.05,409785.58,78,0.0,0.0416,No,North West,0
44,Female,Trader,83216.89,76800.0,1,4,0,87.98,89694.17,28,1842.54,0.9229,No,North East,0
64,Female,Trader,444055.74,752300.0,1,2,0,100.0,624521.98,43,24017.13,1.6942,No,South South,0
49,Female,Trader,399246.23,136800.0,1,7,2,70.03,563296.37,134,20511.47,0.3426,No,North Central,0
38,Female,Trader,243597.05,142400.0,9,1,1,75.91,61526.38,153,11003.95,0.065,No,South South,1
64,Male,Trader,216031.31,349400.0,12,0,0,92.68,152468.15,38,5328.43,0.1348,No,South West,0
23,Male,Trader,529034.88,264400.0,2,2,0,80.25,526516.51,88,32434.87,0.2499,No,South East,0
65,Female,Salaried,62259.02,20000.0,3,1,1,92.22,87115.99,91,0.0,0.1071,Yes,South South,0
25,Male,Salaried,403329.07,403000.0,12,2,0,85.04,219890.6,50,0.0,0.0833,Yes,South East,0
31,Female,Self-employed,132081.94,58500.0,6,2,2,67.07,216664.88,60,4758.45,0.0738,No,South West,1
57,Male,Self-employed,366802.0,551300.0,6,4,0,91.95,44166.58,158,16637.27,0.2505,No,South West,0
53,Female,Trader,194649.63,127200.0,6,1,0,84.36,193399.4,157,11655.56,0.1089,No,South East,0
64,Male,Self-employed,80242.63,133000.0,2,1,0,88.17,89943.52,67,5006.09,0.8287,No,North Central,0
53,Male,Salaried,130349.46,123500.0,3,3,0,96.61,130326.98,66,0.0,0.3158,Yes,North West,0
48,Female,Casual,349701.79,247100.0,12,3,2,62.43,51951.95,2,0.9,0.0589,Yes,North Central,0
34,Female,Salaried,157011.92,132500.0,9,0,0,100.0,125470.81,36,0.0,0.0938,Yes,North West,0
18,Female,Casual,120180.09,149200.0,3,1,1,81.28,44178.26,8,1.08,0.4138,No,North Central,1
23,Male,Salaried,119658.88,182100.0,12,2,0,88.06,113397.78,80,0.0,0.1268,No,South South,1
32,Male,Self-employed,273258.35,68800.0,6,4,0,90.82,178633.99,150,9327.45,0.042,Yes,South West,0
19,Male,Self-employed,561644.8,632700.0,2,4,0,90.83,793634.86,88,20030.92,0.5633,No,South East,0
42,Male,Self-employed,44763.03,20000.0,12,2,0,91.17,6957.33,156,2242.9,0.0372,Yes,South West,0
55,Male,Salaried,1111428.88,445700.0,9,0,0,100.0,838409.59,96,0.0,0.0446,No,North West,0
64,Female,Salaried,205488.88,254700.0,9,3,1,78.61,301439.49,3,0.0,0.1377,No,South East,0
41,Female,Self-employed,262461.01,154200.0,1,4,0,82.39,296969.84,1,13249.51,0.5875,No,South South,0
60,Male,Self-employed,135556.25,108400.0,3,2,0,89.42,46163.63,145,3785.57,0.2666,No,South South,0
65,Female,Casual,179589.2,173600.0,12,3,0,90.76,248409.71,63,0.56,0.0806,Yes,North West,0
59,Male,Salaried,203993.94,118500.0,2,1,1,85.37,123144.42,95,0.45,0.2904,Yes,North West,0
40,Female,Self-employed,91016.83,159000.0,12,2,0,100.0,82939.64,35,2545.09,0.1456,No,North East,0
33,Female,Salaried,106619.23,20000.0,9,3,1,84.55,108521.03,63,1.98,0.0208,No,North West,0
64,Male,Unemployed,388745.84,559900.0,6,2,0,93.29,95142.43,6,0.0,0.24,No,North West,0
29,Female,Casual,65623.34,178400.0,12,1,0,88.04,74903.24,2,0.0,0.2265,No,South West,0
37,Female,Unemployed,239758.52,239300.0,12,0,0,100.0,282583.11,3,0.0,0.0832,No,North Central,0
21,Female,Casual,141474.69,94900.0,12,3,1,82.31,155156.67,60,0.33,0.0559,No,South East,1
56,Male,Self-employed,96399.13,20000.0,6,3,0,84.06,112462.14,135,3998.74,0.0346,No,North West,0
49,Male,Trader,648532.78,630100.0,6,2,1,81.79,289597.93,174,23329.96,0.1619,No,South South,0
22,Female,Self-employed,96788.69,143000.0,3,1,0,85.35,41620.76,170,2585.96,0.4925,No,North Central,0
28,Female,Casual,86348.42,173300.0,2,2,0,98.62,39755.02,16,0.0,1.0035,No,South West,0
44,Female,Self-employed,159401.25,96800.0,12,2,1,77.28,77332.11,26,9032.92,0.0506,No,North Central,1
43,Male,Self-employed,109223.23,342500.0,12,1,0,91.86,70774.62,101,6747.1,0.2613,No,North West,0
56,Female,Casual,180748.09,283300.0,1,1,0,74.78,83625.62,53,0.23,1.5674,No,North Central,0
30,Male,Casual,199131.7,175600.0,9,2,0,100.0,327737.26,35,0.0,0.098,No,South East,0
62,Male,Unemployed,209659.46,231000.0,12,5,1,72.25,39408.1,31,0.0,0.0918,Yes,South West,1
39,Female,Salaried,166073.06,74600.0,6,4,1,77.16,240822.4,60,0.56,0.0749,Yes,North East,0
57,Male,Salaried,114040.28,128000.0,1,4,0,95.34,72835.58,71,0.13,1.1224,Yes,South South,1
29,Male,Self-employed,273463.68,349500.0,1,4,1,77.55,287805.69,161,11448.84,1.278,No,South West,1
19,Female,Self-employed,167395.04,156500.0,6,1,1,100.0,95885.43,92,8417.93,0.1558,No,North East,0
20,Female,Self-employed,130425.95,275000.0,12,0,0,81.93,200643.41,128,7654.69,0.1757,No,North Central,0
35,Male,Self-employed,471044.59,268400.0,3,2,1,74.58,75034.56,124,27544.27,0.1899,Yes,South South,0
63,Male,Casual,166351.68,355400.0,6,1,0,99.5,80862.22,21,0.0,0.3561,Yes,South West,0
20,Male,Salaried,366042.02,514100.0,12,1,0,90.9,598716.75,66,0.0,0.117,No,North West,1
35,Male,Trader,399575.14,93800.0,12,4,0,93.98,255914.09,29,17108.87,0.02,Yes,North East,0
23,Female,Casual,415691.83,96100.0,12,1,0,100.0,193286.17,35,0.41,0.02,No,North West,0
62,Male,Trader,282085.28,319000.0,12,2,0,94.46,152239.18,170,9576.4,0.0942,No,South West,0
50,Male,Self-employed,179925.9,272400.0,6,1,0,100.0,43116.53,146,8088.5,0.2523,No,North West,0
54,Female,Salaried,172660.93,194800.0,12,2,1,82.21,105398.82,19,0.19,0.094,No,North West,0
52,Female,Salaried,153588.78,125900.0,9,1,0,99.16,88370.65,71,0.0,0.0911,No,South West,0
49,Female,Trader,44012.54,20000.0,6,3,0,92.61,22458.94,66,2112.57,0.0757,No,North East,0
55,Male,Self-employed,287200.7,612500.0,1,2,0,82.6,52935.37,125,15472.19,2.0,No,South West,0
18,Female,Salaried,211000.28,364700.0,6,2,0,100.0,217523.37,63,0.0,0.2881,No,South West,0
59,Male,Unemployed,307829.98,461100.0,1,1,0,97.9,364177.51,1,1.69,1.4979,No,North East,0
53,Female,Trader,166818.41,339600.0,12,3,0,97.75,201729.25,147,4789.84,0.1696,No,North Central,0
53,Female,Casual,277298.13,239900.0,1,2,1,83.54,87735.06,62,0.67,0.8651,No,North West,1
36,Male,Self-employed,73521.45,52200.0,3,0,0,89.46,82191.46,139,4290.96,0.2367,No,South East,0
56,Female,Unemployed,84178.05,58300.0,12,4,1,87.65,127713.0,76,0.0,0.0577,No,South East,1
36,Male,Salaried,35996.41,126000.0,12,3,3,43.08,59888.92,3,0.0,0.2917,Yes,North East,1
20,Female,Salaried,164947.93,179400.0,9,1,0,81.2,251579.6,60,0.0,0.1208,Yes,North Central,0
61,Male,Casual,108941.96,138400.0,9,2,0,93.63,30087.03,62,0.81,0.1412,Yes,North West,0
29,Female,Casual,100058.86,77200.0,1,2,0,91.87,162471.56,17,0.69,0.7715,No,North East,0
22,Male,Self-employed,223739.16,43400.0,3,4,2,52.34,130819.66,167,12130.51,0.0647,No,South East,1
47,Male,Salaried,136507.17,67300.0,12,2,0,88.76,13531.23,48,0.0,0.0411,No,North East,0
29,Female,Self-employed,70912.57,70200.0,12,3,0,100.0,46165.46,149,3128.64,0.0825,No,North West,0
59,Female,Trader,941105.5,200200.0,6,3,0,77.48,524195.8,81,25622.93,0.0355,Yes,South West,0
39,Female,Casual,175721.43,255600.0,3,1,0,85.92,204798.58,59,1.55,0.4849,No,South East,0
18,Male,Self-employed,89023.54,60900.0,3,2,0,76.97,148970.82,125,3768.88,0.228,Yes,South East,0
63,Male,Salaried,116461.86,212300.0,6,3,0,82.92,145523.21,0,0.0,0.3038,No,South West,0
42,Female,Trader,160840.62,202800.0,3,3,1,64.63,187934.65,56,8907.05,0.4203,Yes,South East,1
30,Female,Trader,160620.91,173700.0,1,2,0,85.71,52931.33,134,8920.04,1.0814,Yes,North West,0
50,Male,Self-employed,419625.91,348500.0,6,2,0,100.0,519220.56,38,12669.46,0.1384,No,South East,0
